company,ticker,year,segment,industry,hq_country,ceo_sust_statem,revenue_MEUR,num_employees,environmental_policy_and_assessment,environmental_performance_targets,reduced_environmental_impact,energy_consump_GJ,increased_renewable_energy,disclosure_of_raw_material_use,resource_efficiency_target,water_withdraw_thm3,disclosure_of_water_discharges,ghg_emis_kt,transport_emis_kt,external_audit_of_ESG_report,supplier_guidelines,disclosure_of_suppliers_audited,disclosure_of_supplier_evaluation_procedures,supplier_environmental_assessment,base_year,years_esg_data,energy_consump_bool,water_withdraw_bool,ghg_emis_bool,transport_emis_bool,ghg_emis_per_MEUR_revenue,water_withdraw_per_MEUR_revenue,csrd_2025,csrd_2027
Humana AB,HUM,2022,Mid,Health Care,Sweden,0,869.3668373,12291.0,1,1,1,,0,0,0,,0,5.141,25.944,0,1,0,0,1,2019,4,0,0,1,1,0.005913499088562485,,1,0
Bonava AB,BONAV,2020,Mid,Consumer Goods and Services,Sweden,1,1618.453628,2163.0,1,1,1,129078.0,1,1,1,,0,10.358,711.93,1,1,1,1,1,2019,4,1,0,1,1,0.006399936223566611,,1,0
Bonava AB,BONAV,2019,Mid,Consumer Goods and Services,Sweden,1,1473.433632,2254.0,1,1,1,,0,1,1,,0,10.465,566.149,1,1,1,1,1,2019,4,0,0,1,1,0.007102457669433733,,1,0
Bonava AB,BONAV,2021,Mid,Consumer Goods and Services,Sweden,1,1475.052371,2260.0,1,1,1,130489.2,1,1,1,,0,10.356,711.93,1,1,1,1,1,2019,4,1,0,1,1,0.007020767671441545,,1,0
Bonava AB,BONAV,2022,Mid,Consumer Goods and Services,Sweden,0,1477.011075,1864.0,1,1,1,,0,0,1,,0,8.621,477.171,1,1,0,1,1,2019,4,0,0,1,1,0.005836787649002565,,1,0
LeoVegas AB,LEO,2019,Mid,Other,Sweden,1,356.0,842.0,1,1,1,,0,0,0,,0,,,1,0,0,0,0,2019,3,0,0,0,0,,,0,1
LeoVegas AB,LEO,2020,Mid,Other,Sweden,1,387.464,825.0,1,1,1,,0,0,0,,0,,,0,0,0,0,0,2019,3,0,0,0,0,,,0,1
LeoVegas AB,LEO,2021,Mid,Other,Sweden,1,391.171,829.0,1,1,1,,0,0,0,,0,,,1,0,0,0,0,2019,3,0,0,0,0,,,0,1
SynAct Pharma,SYNACT,2022,Mid,Health Care,Sweden,0,,4.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2022,1,0,0,0,0,,,0,0
Paradox Interactive AB,PDX,2021,Large,Consumer Goods and Services,Sweden,0,137.8266997,715.0,0,0,0,,0,0,0,,0,0.193,0.256,1,0,0,0,0,2021,1,0,0,1,1,0.0014003092319564553,,0,1
NIBE Industrier AB,NIBE,2019,Large,Industrial Goods and Services,Sweden,1,2413.06,16505.0,1,1,1,1108800.0,1,1,1,391.092,1,25.987,,0,1,1,1,1,2019,4,1,1,1,0,0.010769313651546169,0.16207305247279388,1,0
"Öresund, Investment AB",ORES,2022,Mid,Finance,Sweden,0,,6.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,0
"Öresund, Investment AB",ORES,2019,Mid,Finance,Sweden,0,42.61,6.0,0,0,0,,0,0,0,,0,,,1,0,0,0,0,2019,4,0,0,0,0,,,0,0
"Öresund, Investment AB",ORES,2020,Mid,Finance,Sweden,0,1.903351743,4.0,1,0,0,,0,0,0,,0,,,1,1,0,0,1,2019,4,0,0,0,0,,,0,0
"Öresund, Investment AB",ORES,2021,Mid,Finance,Sweden,0,1.677966102,6.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,0
Fingerprint Cards AB,FING,2019,Mid,Industrial Goods and Services,Sweden,1,138.8878309,225.0,1,1,1,5068.8,0,0,1,,0,,,1,1,0,0,1,2019,4,1,0,0,0,,,0,1
Fingerprint Cards AB,FING,2020,Mid,Industrial Goods and Services,Sweden,0,119.5677014,231.0,1,1,1,3315.6,0,0,1,,0,,,1,1,0,0,1,2019,4,1,0,0,0,,,0,1
Fingerprint Cards AB,FING,2021,Mid,Industrial Goods and Services,Sweden,0,129.0992192,254.0,0,1,0,,0,0,0,,0,0.53,12.883,0,1,0,0,0,2019,4,0,0,1,1,0.0041053695234122695,,0,1
Fingerprint Cards AB,FING,2022,Mid,Industrial Goods and Services,Sweden,0,82.06055989,157.0,1,1,1,,0,1,1,,0,0.48,0.172,0,1,0,1,1,2019,4,0,0,1,1,0.005849338593880267,,0,1
ITAB Shop Concept AB,ITAB,2019,Mid,Industrial Goods and Services,Sweden,1,577.4138259,3247.0,1,1,1,,0,0,0,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,1,0
Internationella Engelska Skolan i Sverige Holdings II AB,ENG,2019,Mid,Consumer Goods and Services,Sweden,0,264.8162255,3028.0,1,0,1,,0,0,1,,0,,,1,0,0,0,0,2019,1,0,0,0,0,,,1,0
Volati AB,VOLO,2019,Large,Industrial Goods and Services,Sweden,1,650.6379737,2136.0,1,0,0,,0,0,0,,0,,,1,1,1,0,0,2019,4,0,0,0,0,,,1,0
Volati AB,VOLO,2020,Large,Industrial Goods and Services,Sweden,1,637.5928395,1758.0,1,1,1,,1,0,1,,0,,,0,1,1,0,0,2019,4,0,0,0,0,,,1,0
Volati AB,VOLO,2021,Large,Industrial Goods and Services,Sweden,0,600.7427157,1712.0,1,1,1,,0,1,1,,0,4.7,,1,1,1,0,0,2019,4,0,0,1,0,0.007823648755396803,,1,0
Volati AB,VOLO,2022,Large,Industrial Goods and Services,Sweden,0,729.1919009,1901.0,1,1,1,116640.0,0,0,0,,0,5.1,,0,1,0,0,1,2019,4,1,0,1,0,0.0069940436717760585,,1,0
Sagax AB,SAGA,2021,Large,Finance,Sweden,0,245.0009522,84.0,1,1,1,,1,0,1,,0,4.044,12.115,1,1,0,1,1,2019,3,0,0,1,1,0.01650605829767873,,0,1
Sagax AB,SAGA,2022,Large,Finance,Sweden,0,350.6254954,88.0,1,1,1,826747.2,0,0,1,,0,0.075,45874.0,0,1,1,0,1,2019,3,1,0,1,1,0.0002139034410901541,,0,1
MIPS AB,MIPS,2019,Large,Consumer Goods and Services,Sweden,0,25.50685584,43.0,1,0,0,,0,0,0,,0,,,0,1,1,1,1,2019,4,0,0,0,0,,,0,1
MIPS AB,MIPS,2020,Large,Consumer Goods and Services,Sweden,1,34.75528471,54.0,1,1,1,,0,0,1,,0,,,1,1,1,0,1,2019,4,0,0,0,0,,,0,1
MIPS AB,MIPS,2021,Large,Consumer Goods and Services,Sweden,1,57.89373453,70.0,1,1,1,,1,0,1,,0,,,1,1,1,1,1,2019,4,0,0,0,0,,,0,1
MIPS AB,MIPS,2022,Large,Consumer Goods and Services,Sweden,0,52.96331138,100.0,1,1,1,,1,0,1,,0,,,1,1,1,1,1,2019,4,0,0,0,0,,,0,1
Oncopeptides AB,ONCO,2019,Mid,Health Care,Sweden,0,,37.0,1,0,1,,0,0,0,,0,,,0,1,0,0,0,2019,2,0,0,0,0,,,0,0
Oncopeptides AB,ONCO,2020,Mid,Health Care,Sweden,0,,264.0,1,0,0,,0,0,0,,0,,,0,1,1,0,1,2019,2,0,0,0,0,,,0,0
SamhÃ¤llsbyggnadsbol. i Norden AB,SBB,2021,Large,Other,Sweden,1,602.4096386,282.0,1,1,1,697006.8,1,0,0,392.0,0,26.934,12.283,1,0,1,0,1,2021,1,1,1,1,1,0.04471043999660201,0.6507199999505453,0,1
Ambea AB,AMBEA,2019,Mid,Health Care,Sweden,1,1051.228337,13214.0,1,0,1,,0,0,0,,0,8612.0,741.0,0,1,0,0,1,2019,4,0,0,1,1,8.192321018073926,,1,0
Ambea AB,AMBEA,2020,Mid,Health Care,Sweden,1,1055.322796,13773.0,1,1,1,110264.4,0,0,1,128.44,0,3.964,23.617,1,1,0,1,1,2019,4,1,1,1,1,0.003756196696427659,0.12170683745942697,1,0
Ambea AB,AMBEA,2021,Mid,Health Care,Sweden,1,1092.934679,14279.0,1,1,1,,0,0,1,,0,4.194,27.644,0,1,0,0,1,2019,4,0,0,1,1,0.003837374804354616,,1,0
Ambea AB,AMBEA,2022,Mid,Health Care,Sweden,0,1188.664646,14421.0,1,1,1,,0,0,0,,0,4.66,24.942,1,1,0,0,1,2019,4,0,0,1,1,0.003920365609998971,,1,0
Instalco Intressenter AB,INSTAL,2019,Large,Industrial Goods and Services,Sweden,0,541.9920015,2630.0,1,1,1,,0,0,1,,0,,,1,1,0,0,1,2019,3,0,0,0,0,,,1,0
Instalco Intressenter AB,INSTAL,2020,Large,Industrial Goods and Services,Sweden,1,678.1565416,3848.0,1,1,1,,0,0,1,,0,,,1,1,0,0,0,2019,3,0,0,0,0,,,1,0
Enea AB,ENEA,2019,Mid,Technology,Sweden,0,95.59,661.0,1,0,1,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
Enea AB,ENEA,2020,Mid,Technology,Sweden,0,87.13435536,625.0,1,1,1,,0,0,0,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,0,1
Enea AB,ENEA,2021,Mid,Technology,Sweden,0,95.25299943,763.0,1,0,1,9450.0,1,0,0,,0,0.18,0.619,1,1,0,0,1,2019,4,1,0,1,1,0.0018897042725912194,,0,1
Enea AB,ENEA,2022,Mid,Technology,Sweden,0,90.76063718,619.0,1,1,1,10864.8,1,0,0,,0,0.413,0.461,0,1,0,0,0,2019,4,1,0,1,1,0.004550430812654195,,0,1
Medicover AB,MCOV,2019,Large,Health Care,Sweden,0,844.4,15193.0,1,0,1,,0,0,0,,0,,,1,1,0,1,1,2019,4,0,0,0,0,,,1,0
Medicover AB,MCOV,2020,Large,Health Care,Sweden,1,997.8,18865.0,1,1,1,328316.112,0,0,0,51.58626,0,,,1,1,0,0,0,2019,4,1,1,0,0,,0.0517,1,0
Medicover AB,MCOV,2021,Large,Health Care,Sweden,1,1377.4,19870.0,1,1,1,383806.8,0,0,0,,0,63.609,,1,1,0,0,1,2019,4,1,0,1,0,0.04618048497168578,,1,0
Medicover AB,MCOV,2022,Large,Health Care,Sweden,0,1510.2,28220.0,1,1,1,450097.2,0,0,0,,0,66.564,314.82,0,1,0,0,0,2019,4,1,0,1,1,0.044076281287246714,,1,0
Munters Group AB,MTRS,2019,Large,Industrial Goods and Services,Sweden,0,681.1083603,3406.0,1,0,1,,1,0,1,,0,,,1,1,0,0,1,2019,4,0,0,0,0,,,1,0
Munters Group AB,MTRS,2020,Large,Industrial Goods and Services,Sweden,1,667.9680061,3275.0,1,0,1,,1,0,0,,0,,,0,1,0,0,0,2019,4,0,0,0,0,,,1,0
Munters Group AB,MTRS,2021,Large,Industrial Goods and Services,Sweden,1,699.6762521,3335.0,1,1,1,,1,0,1,,0,22.46,1.983,1,1,0,1,1,2019,4,0,0,1,1,0.03210056069873577,,1,0
Munters Group AB,MTRS,2022,Large,Industrial Goods and Services,Sweden,0,977.085161,3940.0,1,1,1,,1,1,1,,0,14.982,4521.686,0,1,0,1,1,2019,4,0,0,1,1,0.015333361510338196,,1,0
Boozt AB,BOOZT,2019,Large,Consumer Goods and Services,Sweden,1,326.1188345,371.0,1,0,1,6120.0,1,0,0,,0,89.0,2.02,1,1,0,1,1,2019,4,1,0,1,1,0.27290665421533633,,0,1
Boozt AB,BOOZT,2020,Large,Consumer Goods and Services,Sweden,1,415.0923634,422.0,1,1,1,7941.6,1,0,1,,0,11000.0,2265000.0,1,1,0,0,0,2019,4,1,0,1,1,26.500126164450656,,0,1
Boozt AB,BOOZT,2021,Large,Consumer Goods and Services,Sweden,1,553.6088364,1042.0,1,0,1,14196.96,1,0,0,,0,0.1375,3.2399,1,1,0,0,1,2019,4,1,0,1,1,0.0002483703130429296,,1,0
Boozt AB,BOOZT,2022,Large,Consumer Goods and Services,Sweden,0,634.3997761,1239.0,1,0,1,19760.39998,1,0,0,10.1908,0,0.2984,116.4383,1,1,0,0,1,2019,4,1,1,1,1,0.00047036586588101726,0.016063687888807878,1,0
Bilia AB,BILI,2019,Large,Consumer Goods and Services,Sweden,1,2786.73,4978.0,1,0,1,,0,0,0,,0,,,1,1,0,0,1,2019,4,0,0,0,0,,,1,0
Bilia AB,BILI,2020,Large,Consumer Goods and Services,Sweden,0,2872.595696,4625.0,1,1,1,,0,0,0,,0,14.159,,0,1,0,0,0,2019,4,0,0,1,0,0.004928991580581969,,1,0
Bilia AB,BILI,2021,Large,Consumer Goods and Services,Sweden,1,3381.165492,5323.0,1,1,1,,0,0,0,,0,12.163,,0,1,0,0,1,2019,4,0,0,1,0,0.003597280295441984,,1,0
Bilia AB,BILI,2022,Large,Consumer Goods and Services,Sweden,0,3325.156462,3937.0,1,1,1,459719.6322,0,0,0,98.363,0,10.73,202.666,0,1,0,0,1,2019,4,1,1,1,1,0.0032269158226455813,0.029581465150315685,1,0
Essity AB,ESSITY,2019,Large,Consumer Goods and Services,Sweden,1,12280.9941,45980.0,1,1,1,46886400.0,1,1,1,,0,2964.0,,1,1,0,0,1,2019,4,1,0,1,0,0.24134854034332612,,1,0
Essity AB,ESSITY,2020,Large,Consumer Goods and Services,Sweden,1,11593.22034,46072.0,1,1,1,42670800.0,1,0,1,81000.0,1,2652.0,,1,1,1,0,1,2019,4,1,1,1,0,0.22875438594484612,6.986842104650277,1,0
Essity AB,ESSITY,2021,Large,Consumer Goods and Services,Sweden,1,11604.17063,46262.0,1,1,1,44942400.0,1,0,1,95000.0,0,2741.0,,1,1,1,1,1,2019,4,1,1,1,0,0.23620817785234513,8.186711746068147,1,0
Essity AB,ESSITY,2022,Large,Consumer Goods and Services,Sweden,0,15617.3,46131.84,1,1,1,45421163.66,1,0,1,99000.0,0,2649.0,,1,1,1,0,1,2019,4,1,1,1,0,0.16961958853322917,6.339123920267908,1,0
Momentum Group,MMGR,2019,Mid,Industrial Goods and Services,Sweden,0,584.174443,1700.0,1,1,1,,0,0,0,,0,,,1,1,1,0,1,2019,4,0,0,0,0,,,1,0
Momentum Group,MMGR,2020,Mid,Industrial Goods and Services,Sweden,0,584.174443,2555.0,1,0,1,,0,0,0,,0,,,0,1,0,1,0,2019,4,0,0,0,0,,,1,0
Momentum Group,MMGR,2021,Mid,Industrial Goods and Services,Sweden,1,806.9891449,2317.0,1,0,1,,0,0,0,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,1,0
HMS Networks AB,HMS,2019,Large,Technology,Sweden,1,144.6391164,624.0,1,1,1,4226.4,1,0,1,,0,0.279,0.846,1,1,0,0,1,2019,4,1,0,1,1,0.0019289387749606027,,0,1
HMS Networks AB,HMS,2020,Large,Technology,Sweden,1,139.6876785,687.0,1,1,1,4374.0,0,0,1,,0,0.186,0.981,1,1,0,0,1,2019,4,1,0,1,1,0.0013315419226471,,0,1
HMS Networks AB,HMS,2021,Large,Technology,Sweden,1,187.7475719,737.0,1,1,1,11050.2,1,0,1,,0,0.2855,1.2226,0,1,0,0,0,2019,4,1,0,1,1,0.0015206588139103385,,0,1
HMS Networks AB,HMS,2022,Large,Technology,Sweden,0,235.7573092,781.0,1,1,1,10929.6,0,0,1,,0,0.47,6.083,1,1,1,0,1,2019,4,1,0,1,1,0.0019935755188030453,,0,1
Fagerhult AB,FAG,2019,Mid,Industrial Goods and Services,Sweden,0,746.9910493,3347.0,1,1,1,169041.6,1,1,0,52.0,0,12.52,1.2,1,1,1,0,1,2019,4,1,1,1,1,0.01676057566115739,0.06961261456710738,1,0
Fagerhult AB,FAG,2020,Mid,Industrial Goods and Services,Sweden,1,649.2096743,4390.0,1,1,1,237798.0,0,1,1,76.756,0,17.561,0.345,1,1,1,0,0,2019,4,1,1,1,1,0.027049812556990727,0.1182299078995718,1,0
Fagerhult AB,FAG,2021,Mid,Industrial Goods and Services,Sweden,1,674.8714531,4150.0,1,0,1,141174.0,1,1,0,89.589,0,18.282,47.167,1,1,0,0,1,2019,4,1,1,1,1,0.027089603384499714,0.1327497252824606,1,0
Fagerhult AB,FAG,2022,Mid,Industrial Goods and Services,Sweden,0,778.0179358,3930.0,1,1,1,,1,1,1,83.457,0,17.712,45.239,1,1,0,1,1,2019,4,0,1,1,1,0.022765542007444295,0.10726873528202792,1,0
Investment AB Latour,LATO,2021,Large,Finance,Sweden,1,1767.948962,,1,1,1,38824.15921,0,0,1,,0,,,1,1,0,0,1,2019,4,1,0,0,0,,,0,0
Investment AB Latour,LATO,2022,Large,Finance,Sweden,0,2133.387271,8362.0,1,1,1,423277.92,1,0,1,,0,20.193,,1,1,0,0,1,2019,4,1,0,1,0,0.009465229437942025,,1,0
Investment AB Latour,LATO,2019,Large,Finance,Sweden,0,1308.131784,5873.0,1,1,1,266886.0,0,0,0,,0,,,1,1,0,0,1,2019,4,1,0,0,0,,,1,0
Investment AB Latour,LATO,2020,Large,Finance,Sweden,1,1430.96553,6248.0,1,1,1,309456.576,1,0,1,,0,,,0,0,0,0,0,2019,4,1,0,0,0,,,1,0
Handicare Group AB,HANDI,2019,Mid,Health Care,Sweden,0,271.038,1107.0,1,1,1,8577.2556,0,0,1,,0,,,1,1,1,1,1,2019,1,1,0,0,0,,,1,0
BioArctic AB,BIOA,2019,Mid,Health Care,Sweden,0,26.83031803,42.0,0,0,0,,0,0,0,,0,,,0,1,1,0,0,2019,4,0,0,0,0,,,0,1
BioArctic AB,BIOA,2020,Mid,Health Care,Sweden,1,5.93220339,25.0,1,1,1,,0,0,1,,0,,,0,1,1,1,1,2019,4,0,0,0,0,,,0,1
BioArctic AB,BIOA,2021,Mid,Health Care,Sweden,1,2.541230242,40.0,0,0,0,,0,0,0,,0,,,0,1,0,0,0,2019,4,0,0,0,0,,,0,1
BioArctic AB,BIOA,2022,Mid,Health Care,Sweden,0,21.47781073,44.0,1,0,1,,0,0,1,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,0,1
Arion Banki hf.,ARION,2022,Large,Finance,Iceland,0,460.441259,767.0,1,1,1,20400.3144,1,0,0,106.748,0,0.0806,0.4935,1,0,0,0,0,2019,3,1,1,1,1,0.00017504947357465202,0.23183847649065698,0,1
Arion Banki hf.,ARION,2019,Large,Finance,Iceland,1,354.3743079,735.0,1,1,1,29760.2496,1,0,0,136.99,0,0.1342,0.3154,0,1,0,0,1,2019,3,1,1,1,1,0.0003786956249601186,0.3865686562092895,0,1
Calliditas Therapeutics AB,CALTX,2019,Mid,Health Care,Sweden,0,17.59940964,16.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
Calliditas Therapeutics AB,CALTX,2020,Mid,Health Care,Sweden,0,0.083222243,12.0,1,0,0,,0,0,0,,0,,,0,1,1,0,0,2019,4,0,0,0,0,,,0,0
Calliditas Therapeutics AB,CALTX,2021,Mid,Health Care,Sweden,0,21.83841173,50.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
Calliditas Therapeutics AB,CALTX,2022,Mid,Health Care,Sweden,0,75.53255892,165.0,1,0,1,,0,0,0,,0,,,0,1,0,1,1,2019,4,0,0,0,0,,,0,1
Arjo AB,ARJO,2019,Large,Health Care,Sweden,1,843.0468,6141.0,1,1,1,,1,0,0,,0,,,1,1,0,0,1,2019,4,0,0,0,0,,,1,0
Arjo AB,ARJO,2020,Large,Health Care,Sweden,1,864.4067797,6234.0,1,1,1,,0,0,1,,0,2237.669015,3789.754333,0,1,1,0,1,2019,4,0,0,1,1,2.588675919196981,,1,0
Arjo AB,ARJO,2021,Large,Health Care,Sweden,1,863.64502,6544.0,1,1,1,,1,0,0,,0,2.509,45.2,0,1,1,0,1,2019,4,0,0,1,1,0.0029051287761724135,,1,0
Arjo AB,ARJO,2022,Large,Health Care,Sweden,0,938.7582314,6800.0,1,1,1,29129.4,1,0,0,,0,3.836,49.4,0,1,1,0,1,2019,4,1,0,1,1,0.004086249123247901,,1,0
KappAhl AB,KAHL,2019,Mid,Consumer Goods and Services,Sweden,1,466.7111026,3895.0,1,1,1,84635.562,0,1,0,,0,12.636,179.125,1,1,1,1,1,2019,1,1,0,1,1,0.0270745648209484,,1,0
Ahlsell AB,AHSL,2022,Large,Industrial Goods and Services,Sweden,0,,,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2022,1,0,0,0,0,,,0,0
Svolder AB,SVOL,2019,Mid,Finance,Sweden,1,5.598933536,5.0,0,0,1,,0,0,0,,0,,,0,0,0,0,0,2019,3,0,0,0,0,,,0,0
Svolder AB,SVOL,2020,Mid,Finance,Sweden,1,67.64425824,5.0,1,0,1,,0,0,0,,0,,,0,0,0,0,0,2019,3,0,0,0,0,,,0,0
Corem Property Group AB,CORE,2019,Large,Other,Sweden,1,91.50637974,57.0,1,1,1,132638400.0,1,0,1,,0,0.012973,,1,0,0,0,0,2019,4,1,0,1,0,0.00014177153589575503,,0,1
Corem Property Group AB,CORE,2020,Large,Other,Sweden,1,93.69643877,52.0,1,1,1,182422800.0,0,0,1,,0,0.017424,,1,1,0,0,1,2019,4,1,0,1,0,0.00018596224390951842,,0,1
Corem Property Group AB,CORE,2021,Large,Other,Sweden,1,267.0919825,365.0,1,1,1,1079640.0,1,0,1,,0,20.66,129.909,1,1,1,1,1,2019,4,1,0,1,1,0.07735162922758268,,0,1
Corem Property Group AB,CORE,2022,Large,Other,Sweden,0,422.5004292,333.0,1,1,1,854640.0,1,0,1,,0,6.756,38.4753,0,1,1,0,0,2019,4,1,0,1,1,0.01599051630028498,,0,1
NP3 Fastigheter AB,NP3,2021,Large,Other,Sweden,1,117.8823081,45.0,1,1,1,467938.8,0,0,0,,0,7.9347,7.946,1,1,0,1,1,2019,4,1,0,1,1,0.06731035494545089,,0,1
NP3 Fastigheter AB,NP3,2022,Large,Other,Sweden,0,117.0319604,58.0,1,1,1,468518.4,0,0,1,,0,5.1791,0.0123,1,1,0,0,1,2019,4,1,0,1,1,0.0442537233615374,,0,1
Cibus Nordic Real Estate AB,CIBUS,2021,Large,Other,Sweden,1,93.754,3.0,1,1,1,840945.6,1,0,0,109.634,0,9.017,17.7,1,0,0,0,0,2021,2,1,1,1,1,0.09617722977152973,1.1693794398105681,0,0
Cibus Nordic Real Estate AB,CIBUS,2022,Large,Other,Sweden,0,124.019,9.0,1,1,0,936000.0,0,0,0,150.663,0,7.55,15.509,0,1,0,1,1,2021,2,1,1,1,1,0.06087776872898507,1.2148380490086197,0,0
BHG (formerly Bygghemma Group First AB),BHG,2021,Large,Consumer Goods and Services,Sweden,1,1206.055989,3266.0,1,1,1,106207.2,0,0,0,,0,2.149,17.981,1,1,0,1,1,2019,4,1,0,1,1,0.0017818409921266103,,1,0
BHG (formerly Bygghemma Group First AB),BHG,2022,Large,Consumer Goods and Services,Sweden,0,1265.403367,2753.0,1,1,0,120193.1999,0,0,0,,0,6.058,22.829,1,1,0,0,1,2019,4,1,0,1,1,0.00478740625952515,,1,0
BHG (formerly Bygghemma Group First AB),BHG,2020,Large,Consumer Goods and Services,Sweden,1,853.9516283,2009.0,1,1,1,31356.0,0,0,1,,0,0.915,2.722,0,1,0,1,0,2019,4,1,0,1,1,0.001071489262010697,,1,0
BHG (formerly Bygghemma Group First AB),BHG,2019,Large,Consumer Goods and Services,Sweden,0,591.5539897,1188.0,1,0,0,,0,0,0,,0,,,0,1,0,0,0,2019,4,0,0,0,0,,,1,0
Holmen AB,HOLM,2020,Large,Basic Materials,Sweden,1,1554.656256,2947.0,1,1,1,33814800.0,1,1,0,69000.0,1,79.0,298.0,1,1,0,0,1,2019,4,1,1,1,1,0.05081509156452396,44.38280149306523,1,0
Holmen AB,HOLM,2019,Large,Basic Materials,Sweden,1,1614.835269,2915.0,1,1,1,,1,1,0,70000.0,1,70.0,325.0,1,1,0,0,1,2019,4,0,1,1,1,0.0433480747812426,43.348074781242595,1,0
Holmen AB,HOLM,2021,Large,Basic Materials,Sweden,1,1854.789564,3462.0,1,1,1,32986800.0,0,1,0,69000.0,1,153.0,550.0,1,1,0,1,1,2019,4,1,1,1,1,0.08248914214831111,37.20098567472854,1,0
Holmen AB,HOLM,2022,Large,Basic Materials,Sweden,0,2219.467853,3466.0,1,1,1,30772800.0,0,1,0,71000.0,1,87.0,604.0,1,1,0,0,1,2019,4,1,1,1,1,0.039198585319631565,31.989650088434956,1,0
Beijer Alma AB,BEIA,2019,Mid,Basic Materials,Sweden,1,440.0780804,2658.0,1,1,1,233640.0,1,1,1,52.7,0,14.8,,1,1,1,0,0,2019,4,1,1,1,0,0.033630395739201194,0.11975147671999345,1,0
Beijer Alma AB,BEIA,2020,Mid,Basic Materials,Sweden,1,404.6706342,2551.0,1,1,1,209880.0,1,1,1,,0,12.7,,1,1,1,0,1,2019,4,1,0,1,0,0.03138354732635057,,1,0
Beijer Alma AB,BEIA,2021,Mid,Basic Materials,Sweden,1,513.0927442,2861.0,1,1,1,248108.094,1,1,1,,0,,120.0,1,1,1,0,1,2019,4,1,0,0,1,,,1,0
Beijer Alma AB,BEIA,2022,Mid,Basic Materials,Sweden,0,551.8376793,3307.0,1,1,1,247067.496,1,1,1,46.819,0,14.3,150.0,0,1,1,0,0,2019,4,1,1,1,1,0.025913417181188846,0.08484197755287277,1,0
Veoneer Inc.,VNE SDB,2020,Large,Consumer Goods and Services,United States,1,1225.892857,7543.0,1,1,1,298800.0,0,0,1,51400.0,1,22.961,3.16,1,1,0,1,1,2020,2,1,1,1,1,0.01873002185214625,41.92862345718032,1,0
Veoneer Inc.,VNE SDB,2021,Large,Consumer Goods and Services,United States,1,1479.464286,6033.0,1,1,1,295200.0,0,0,1,53700.0,0,22.514,713.0,0,1,1,1,1,2020,2,1,1,1,1,0.015217670485896407,36.29692214145141,1,0
Beijer Ref AB,BEIJ,2019,Large,Industrial Goods and Services,Sweden,1,1410.92011,3869.0,1,0,1,,1,0,0,,0,,,1,1,0,0,1,2019,4,0,0,0,0,,,1,0
Atlas Copco AB,ATCO,2020,Large,Industrial Goods and Services,Sweden,1,9501.713959,40151.0,1,1,1,1263600.0,1,0,1,0.384,0,115.0,124.0,1,1,1,1,1,2019,4,1,1,1,1,0.012103079559774821,4.04137613126394e-05,1,0
Atlas Copco AB,ATCO,2021,Large,Industrial Goods and Services,Sweden,1,10561.03599,41263.0,1,1,1,1386000.0,1,0,1,395.0,0,124.0,142.0,1,1,1,1,1,2019,4,1,1,1,1,0.01174127236356478,0.0374016337387749,1,0
Atlas Copco AB,ATCO,2022,Large,Industrial Goods and Services,Sweden,0,13294.92004,45781.0,1,1,1,1864461.6,1,0,1,624.0,0,215.0,219822.0,0,1,1,1,1,2019,4,1,1,1,1,0.0161715903031486,0.04693522022867314,1,0
Atlas Copco AB,ATCO,2019,Large,Industrial Goods and Services,Sweden,1,9879.641973,38774.0,1,1,1,1328400.0,1,0,0,0.394,0,120.0,170.0,1,1,1,1,1,2019,4,1,1,1,1,0.012146189135997753,3.987998766319262e-05,1,0
Epiroc AB,EPI,2019,Large,Industrial Goods and Services,Sweden,1,3889.640069,14398.0,1,1,1,580791.6,1,0,1,55.0,0,28.0,105.0,1,0,1,1,1,2019,3,1,1,1,1,0.0071986095122674445,0.014140125827668194,1,0
Fabege AB,FABG,2019,Large,Finance,Sweden,1,271.9482003,172.0,1,1,1,474735.6,0,0,1,505.0,0,1.955,0.561,1,1,1,1,1,2019,4,1,1,1,1,0.007188869048750238,1.856971288807606,0,1
Fabege AB,FABG,2020,Large,Finance,Sweden,0,267.3776424,179.0,1,1,1,392418.0,1,0,1,357.91,0,1.438,4.108,1,1,1,1,1,2019,4,1,1,1,1,0.005378160967732431,1.3385935966349893,0,1
Fabege AB,FABG,2021,Large,Finance,Sweden,1,280.9940964,198.0,1,1,1,437619.6,1,1,1,313.57,0,1.61,26.997,1,1,1,1,1,2019,4,1,1,1,1,0.00572965774237526,1.1159309181842298,0,1
