,comp_name,ticker,year,gvkey,org_number,isin,finbas_id,segment,industry,supersector,supersector_icb,hq_country,ceo_sust_statem,reported_curr,sales,env_policy,ep_targets,env_impact_red,energy_consump,incr_renew_en,disclosure_raw,resource_target,water_withdraw,water_disclose,ghg_emis,transport_emis,years_es_report,audit_es_report,su_guidelines,su_aud_disclose,su_eva_disclose,su_env_assess,earn_per_share,combined
87,UIE plc (formerly United International E,UIE,2022.0,250910.0,,BSP951331318,1965,Large,Consumer Goods,"Food, Beverage and Tobacco",4510,Denmark,,USD,544.4169041,Y,Y,Y,26305.2,Y,N,N,ND,N,ND,ND,2,N,N,N,N,N,ND,UIE plc (formerly United International E (UIE)
88,UIE plc (formerly United International E,UIE,2014.0,250910.0,ND,BSP951331318,1965,Mid,Consumer Goods,Food & Beverage,3500,Denmark,N,USD,285.6,N,N,N,ND,N,,N,ND,N,ND,ND,0,N,Y,N,N,N,7.98,UIE plc (formerly United International E (UIE)
89,UIE plc (formerly United International E,UIE,2015.0,250910.0,ND,BSP951331318,1965,Mid,Consumer Goods,Food & Beverage,3500,Bahamas,Y,USD,237.7,Y,Y,Y,5,Y,Y,Y,ND,N,ND,ND,6,Y,Y,Y,Y,Y,ND,UIE plc (formerly United International E (UIE)
90,UIE plc (formerly United International E,UIE,2016.0,250910.0,ND,BSP951331318,1965,Mid,Consumer Goods,Food & Beverage,3500,Bahamas,Y,USD,282.3,Y,Y,Y,ND,Y,N,Y,ND,N,ND,ND,7,N,N,N,N,N,10.5,UIE plc (formerly United International E (UIE)
91,UIE plc (formerly United International E,UIE,2017.0,250910.0,ND,BSP951331318,1965,Mid,Consumer Goods,Food & Beverage,3500,Bahamas,N,USD,286.3,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,8,Y,N,Y,Y,Y,16.3,UIE plc (formerly United International E (UIE)
92,UIE plc (formerly United International E,UIE,2018.0,250910.0,ND,BSP951331318,1965,Mid,Consumer Goods,Food & Beverage,3500,Bahamas,N,USD,281.3269565,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,7.791304348,UIE plc (formerly United International E (UIE)
93,UIE plc (formerly United International E,UIE,2019.0,250910.0,ND,BSP951331318,1965,Mid,Consumer Goods,Food. Beverage & Tobacco,4510,Malta,N,USD,253.2357143,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,1,N,N,N,N,N,17.86607143,UIE plc (formerly United International E (UIE)
94,Africa Oil Corp.,AOI,2014.0,105786.0,ND,CA00829Q1019,67690,Large,Oil & Gas,Oil & Gas,500,Canada,Y,USD,0,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,Y,N,N,Y,-0.25,Africa Oil Corp. (AOI)
95,Africa Oil Corp.,AOI,2016.0,105786.0,ND,CA00829Q1019,67690,Mid,Oil & Gas,Oil & Gas,500,Canada,N,USD,0,Y,N,N,ND,N,N,N,ND,N,ND,ND,ND,N,N,N,N,N,0,Africa Oil Corp. (AOI)
96,Africa Oil Corp.,AOI,2017.0,105786.0,ND,CA00829Q1019,67690,Mid,Oil & Gas,Oil & Gas,500,Canada,N,USD,3.8,Y,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,0,Africa Oil Corp. (AOI)
97,Africa Oil Corp.,AOI,2018.0,105786.0,ND,CA00829Q1019,67690,Mid,Oil & Gas,Oil and Gas,500,Canada,N,USD,0,Y,N,N,ND,N,N,N,ND,N,ND,ND,ND,N,N,N,N,N,-0.12173913,Africa Oil Corp. (AOI)
98,Africa Oil Corp.,AOI,2019.0,105786.0,ND,CA00829Q1019,67690,Mid,Energy,Oil & Gas,6010,Canada,N,USD,0,Y,N,N,ND,N,N,N,ND,N,ND,ND,ND,N,N,N,N,N,-0.294642857,Africa Oil Corp. (AOI)
99,Africa Oil Corp.,AOI,2020.0,105786.0,,CA00829Q1019,67690,Large,Oil & Gas,Energy,6010,Canada,N,USD,1826.785714,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,6,N,N,N,N,Y,ND,Africa Oil Corp. (AOI)
100,Africa Oil Corp.,AOI,2021.0,105786.0,,CA00829Q1019,67690,Mid,Energy,Energy,6010,Canada,Y,USD,202.5705357,Y,Y,N,ND,N,N,N,63372912,Y,127.0706,4973.2445,ND,N,N,N,Y,N,0.357142857,Africa Oil Corp. (AOI)
101,International Petroleum Corp.,IPCO,2017.0,20516.0,ND,CA46016U1084,74280,Mid,Oil & Gas,Oil & Gas,500,Canada,N,USD,169.2,Y,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,0.2,International Petroleum Corp. (IPCO)
102,International Petroleum Corp.,IPCO,2018.0,20516.0,ND,CA46016U1084,74280,Mid,Oil & Gas,Oil and Gas,500,Canada,N,USD,395.1678261,N,N,N,ND,N,N,N,ND,N,ND,ND,ND,N,Y,N,N,N,0.973913043,International Petroleum Corp. (IPCO)
103,International Petroleum Corp.,IPCO,2019.0,20516.0,ND,CA46016U1084,74280,Mid,Oil & Gas E&P,Energy,6010,Canada,N,USD,494.41875,Y,Y,Y,ND,Y,N,N,ND,N,ND,ND,1,N,N,N,N,N,0.553571429,International Petroleum Corp. (IPCO)
104,International Petroleum Corp.,IPCO,2020.0,20516.0,SEBC1103721,CA46016U1084,74280,Mid,Oil & Gas,Energy,6010,Canada,Y,USA,284.32,Y,Y,Y,792796.7772,N,N,Y,3690822,Y,835.103,33.171,0,N,N,N,N,N,-0.4375,International Petroleum Corp. (IPCO)
105,International Petroleum Corp.,IPCO,2021.0,20516.0,SE1103721,CA46016U1084,74280,Mid,Oil & Gas,Energy,6010,Canada,,USD,595.0080357,,,,,,,,,,,,,,,,,,0.821428571,International Petroleum Corp. (IPCO)
106,International Petroleum Corp.,IPCO,2022.0,20516.0,SE1103721,CA46016U1084,74280,Mid,Oil & Gas,Energy,6010,Canada,,USD,320.7116936,N,N,N,ND,N,N,N,ND,N,ND,ND,4,N,N,N,Y,Y,2.136653522,International Petroleum Corp. (IPCO)
107,Josemaria Resources Inc.,JOSE,2019.0,27374.0,ND,CA48086P1009,7018,Mid,Basic Materials,Basic Resources,5510,Canada,N,CAD,0,Y,N,N,ND,N,N,Y,ND,N,ND,ND,ND,N,N,N,N,N,-0.027387881,Josemaria Resources Inc. (JOSE)
108,Josemaria Resources Inc.,JOSE,2020.0,27374.0,,CA48086P1009,7018,Mid,Basic Materials,Basic Resources,5510,Canada,N,CAD,0,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,ND,N,Y,N,N,N,-0.082163643,Josemaria Resources Inc. (JOSE)
109,Josemaria Resources Inc.,JOSE,2014.0,27374.0,ND,CA48086P1009,7018,Mid,Basic Materials,Basic Resources,1700,Canada,N,CAD,0,Y,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,-0.09,Josemaria Resources Inc. (JOSE)
110,Josemaria Resources Inc.,JOSE,2015.0,27374.0,ND,CA48086P1009,7018,Mid,Basic Materials,Basic Resources,1700,Canada,N,CAD,-15,N,N,N,ND,N,N,N,ND,N,ND,ND,ND,N,N,N,N,N,-0.07,Josemaria Resources Inc. (JOSE)
111,Josemaria Resources Inc.,JOSE,2016.0,27374.0,ND,CA48086P1009,7018,Mid,Basic Materials,Basic Resources,1700,Canada,N,CAD,0,Y,N,N,ND,N,N,N,ND,N,ND,ND,6,N,N,N,N,N,0.1,Josemaria Resources Inc. (JOSE)
112,Josemaria Resources Inc.,JOSE,2017.0,27374.0,ND,CA48086P1009,7018,Mid,Basic Materials,Basic Resources,1700,Canada,N,CAD,0,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,0,Josemaria Resources Inc. (JOSE)
113,Josemaria Resources Inc.,JOSE,2018.0,27374.0,ND,CA48086P1009,7018,Mid,Basic Materials,Basic Resources,1700,Sweden,N,USD,0,N,N,N,ND,N,N,N,ND,N,ND,ND,No ESG report present,N,N,N,N,N,ND,Josemaria Resources Inc. (JOSE)
114,Lucara Diamond Corp.,LUC,2014.0,180506.0,ND,CA54928Q1081,6814,Mid,Basic Materials,Basic Resources,1700,Canada,Y,USD,185.9,Y,N,Y,416733,N,N,N,2496,N,108.7,ND,ND,N,N,N,N,N,0.09,Lucara Diamond Corp. (LUC)
115,Lucara Diamond Corp.,LUC,2015.0,180506.0,ND,CA54928Q1081,6814,Mid,Basic Materials,Basic Resources,1700,Canada,Y,USD,205.3,Y,Y,Y,494691,N,N,N,2017,N,124.6,ND,3,N,Y,N,N,Y,0.18,Lucara Diamond Corp. (LUC)
116,Lucara Diamond Corp.,LUC,2016.0,180506.0,ND,CA54928Q1081,6814,Mid,Basic Materials,Basic Resources,1700,Canada,Y,USD,281.4,Y,Y,Y,579792,N,N,Y,2577,Y,76.9,ND,6,Y,Y,N,N,Y,0.2,Lucara Diamond Corp. (LUC)
117,Lucara Diamond Corp.,LUC,2017.0,180506.0,ND,CA54928Q1081,6814,Mid,Basic Materials,Basic Resources,1700,Canada,Y,USD,183.97,Y,Y,Y,678206,N,N,N,2048,N,83.8,ND,6,Y,Y,N,N,N,0.1,Lucara Diamond Corp. (LUC)
118,Lucara Diamond Corp.,LUC,2018.0,180506.0,ND,CA54928Q1081,6814,Mid,Basic Materials,Basic Resources,1700,Sweden,Y,USD,149.32,Y,Y,N,743837,N,N,Y,2691.944,N,95.616,ND,report ESG present,Y,Y,N,N,N,ND,Lucara Diamond Corp. (LUC)
119,Lucara Diamond Corp.,LUC,2019.0,180506.0,ND,CA54928Q1081,6814,Mid,Basic Materials,Basic Resources,5510,Canada,Y,CAD,171.92,Y,N,N,498642,N,N,Y,2166.017,N,78.85,56369,7,Y,N,N,N,N,0.020540911,Lucara Diamond Corp. (LUC)
120,Lucara Diamond Corp.,LUC,2020.0,180506.0,,CA54928Q1081,6814,Mid,Basic Materials,Basic Resources,5510,Canada,Y,USD,111.875,Y,Y,N,440135,Y,N,N,2450.774,N,74.135,ND,8,Y,Y,N,N,N,-0.0625,Lucara Diamond Corp. (LUC)
121,Lundin Gold Inc.,LUG,2014.0,65744.0,ND,CA5503711080,7097,Mid,Basic Materials,Basic Resources,1700,Canada,N,USD,1360.3,Y,N,N,ND,N,N,N,N,N,N,N,ND,N,N,N,N,N,-0.03,Lundin Gold Inc. (LUG)
122,Lundin Gold Inc.,LUG,2015.0,65744.0,ND,CA5503711080,7097,Mid,Basic Materials,Basic Resources,1700,Canada,N,USD,-41.6,Y,N,N,ND,N,N,N,ND,N,ND,ND,ND,N,N,N,N,N,-0.41,Lundin Gold Inc. (LUG)
123,Lundin Gold Inc.,LUG,2016.0,65744.0,ND,CA5503711080,7097,Mid,Basic Materials,Basic Resources,1700,Canada,Y,USD,0,Y,Y,Y,ND,N,N,Y,28,Y,ND,ND,2,N,N,N,N,Y,-0.6,Lundin Gold Inc. (LUG)
124,Lundin Gold Inc.,LUG,2017.0,65744.0,ND,CA5503711080,7097,Mid,Basic Materials,Basic Resources,1700,Canada,Y,USD,0,Y,N,Y,ND,N,N,N,58,N,5.73,0.6,3,N,N,N,N,N,-0.3,Lundin Gold Inc. (LUG)
125,Lundin Gold Inc.,LUG,2018.0,65744.0,ND,CA5503711080,7097,Mid,Basic Materials,Basic Resources,1700,Sweden,Y,USD,0,Y,Y,Y,ND,N,N,Y,139,N,29.647,2.052,report ESG present,N,N,N,N,N,ND,Lundin Gold Inc. (LUG)
126,Lundin Gold Inc.,LUG,2019.0,65744.0,ND,CA5503711080,7097,Mid,Basic Materials,Basic Resources,5510,Canada,Y,CAD,0,Y,N,N,ND,N,N,N,299.149,N,46.055,3.47634,4,N,N,N,N,N,-0.369736392,Lundin Gold Inc. (LUG)
127,Lundin Gold Inc.,LUG,2020.0,65744.0,,CA5503711080,7097,Mid,Basic Materials,Basic Resources,5510,Canada,Y,USD,319.7821429,Y,Y,N,725742,N,N,N,1176,N,48.55,1.141,5,N,N,N,N,N,0.294642857,Lundin Gold Inc. (LUG)
128,Lundin Mining Corporation,LUMI,2014.0,108297.0,ND,CA5503721063,4796,Large,Basic Materials,Basic Resources,1700,Sweden,Y,USD,689.3,Y,Y,Y,3695041,N,N,Y,16300,Y,330.7,ND,5,Y,N,N,N,N,0.14,Lundin Mining Corporation (LUMI)
129,Lundin Mining Corporation,LUMI,2015.0,108297.0,ND,CA5503721063,4796,Large,Basic Materials,Basic Resources,1700,Canada,Y,USD,1561.4,Y,Y,Y,8077873,N,N,Y,39700,Y,781.4,56,5,Y,Y,N,Y,Y,-0.38,Lundin Mining Corporation (LUMI)
130,Lundin Mining Corporation,LUMI,2016.0,108297.0,ND,CA5503721063,4796,Large,Basic Materials,Basic Resources,1700,Canada,Y,USD,1472,Y,Y,Y,7450620,Y,N,Y,37120,Y,673.1,26.3,6,Y,N,N,N,Y,0.2,Lundin Mining Corporation (LUMI)
131,Lundin Mining Corporation,LUMI,2017.0,108297.0,ND,CA5503721063,4796,Large,Basic Materials,Basic Resources,1700,Canada,Y,USD,1733.3,Y,Y,Y,7908129,Y,N,Y,31039,Y,752.4,24.4,7,Y,Y,N,N,N,0.2,Lundin Mining Corporation (LUMI)
132,Lundin Mining Corporation,LUMI,2018.0,108297.0,ND,CA5503721063,4796,Large,Basic Materials,Basic Resources,1700,Sweden,Y,USD,1500.521739,Y,Y,Y,9052897,Y,N,Y,31846.42,Y,839.929,ND,4,Y,Y,N,Y,Y,0.234782609,Lundin Mining Corporation (LUMI)
133,Lundin Mining Corporation,LUMI,2019.0,108297.0,ND,CA5503721063,4796,Large,Basic Materials,Basic Resources,1700,Canada,Y,USD,1689.922321,Y,Y,Y,10738795,Y,N,Y,34700,Y,787.208,ND,5,Y,Y,N,N,N,0.205357143,Lundin Mining Corporation (LUMI)
134,Lundin Mining Corporation,LUMI,2020.0,108297.0,,CA5503721063,4796,Large,Basic Materials,Basic Resources,5510,Canada,Y,USD,1822.767857,Y,Y,Y,11264826,N,N,Y,38779000,N,885.662,38.649,7,Y,Y,N,N,Y,0.205357143,Lundin Mining Corporation (LUMI)
135,Lundin Mining Corporation,LUMI,2022.0,108297.0,SE2006018911,CA5503721063,4796,Mid,Basic Materials,Basic Resources,5510,Canada,,,,,,,,,,,,,,,,,,,,,,Lundin Mining Corporation (LUMI)
136,Questerre Energy Corporation,QEC,2020.0,155224.0,,CA74836K1003,5387,Mid,Oil & Gas,Energy,6010,Canada,Y,USD,19.575,Y,Y,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,-0.25,Questerre Energy Corporation (QEC)
137,Questerre Energy Corporation,QEC,2016.0,155224.0,ND,CA74836K1003,5387,Mid,Oil & Gas,Oil & Gas,500,Canada,N,CAD,12,Y,N,Y,ND,N,N,N,ND,N,ND,ND,ND,N,N,N,N,N,0,Questerre Energy Corporation (QEC)
138,Questerre Energy Corporation,QEC,2017.0,155224.0,,CA74836K1003,5387,Mid,Oil & Gas,Energy,500,Canada,,CAD,14.57790214,N,N,Y,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,-0.047771787,Questerre Energy Corporation (QEC)
139,Questerre Energy Corporation,QEC,2022.0,155224.0,,CA74836K1003,5387,Large,Oil & Gas,Energy,6010,Canada,,USD,49.14398063,N,N,N,ND,ND,N,N,ND,N,ND,ND,0,N,N,N,N,N,0.056977427,Questerre Energy Corporation (QEC)
140,Questerre Energy Corporation,QEC,2018.0,,,CA74836K1004,,Mid,Oil & Gas,Energy,,Canada,,CAD,21.54273393,N,N,Y,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,0.019602718,Questerre Energy Corporation (QEC)
141,Questerre Energy Corporation,QEC,2019.0,,,CA74836K1005,,Mid,Oil & Gas,Energy,,Canada,,CAD,22.10728227,N,N,Y,ND,N,N,N,ND,N,ND,ND,1,N,N,N,N,N,0.107686095,Questerre Energy Corporation (QEC)
142,SEMAFO Inc.,SMF,2014.0,28415.0,ND,CA8169221089,6812,Mid,Basic Materials,Basic Resources,1700,Canada,Y,USD,209.4,Y,Y,Y,ND,N,N,Y,ND,N,ND,ND,6,N,Y,N,Y,Y,0.04,SEMAFO Inc. (SMF)
143,SEMAFO Inc.,SMF,2015.0,28415.0,ND,CA8169221089,6812,Mid,Basic Materials,Basic Resources,1700,Canada,N,USD,275.3,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,6,N,N,N,N,N,0.08,SEMAFO Inc. (SMF)
144,SEMAFO Inc.,SMF,2016.0,28415.0,ND,CA8169221089,6812,Mid,Basic Materials,Basic Resources,1700,Canada,Y,USD,286.2,Y,N,Y,224298,N,N,N,ND,Y,ND,ND,11,N,N,N,N,N,0.1,SEMAFO Inc. (SMF)
145,SEMAFO Inc.,SMF,2017.0,28415.0,ND,CA8169221089,6812,Mid,Basic Materials,Basic Resources,1700,Canada,N,USD,215.8,Y,N,Y,243220,N,N,N,ND,N,ND,ND,8,N,N,N,N,N,0.1,SEMAFO Inc. (SMF)
146,SEMAFO Inc.,SMF,2018.0,28415.0,ND,CA8169221089,6812,Mid,Basic Materials,Basic Resources,1700,Sweden,N,USD,258.2608696,Y,N,Y,ND,N,N,N,ND,N,ND,ND,report ESG present,N,Y,N,N,N,0.026086957,SEMAFO Inc. (SMF)
147,ABB Ltd,ABB,2014.0,210418.0,CH101049653,CH0012221716,87,Large,Industrials,Industrial Goods & Services,2700,Switzerland,Y,SEK,34301.6,Y,Y,Y,10080000,Y,Y,Y,10300,Y,1480,171,20,Y,Y,Y,Y,Y,1.01,ABB Ltd (ABB)
148,ABB Ltd,ABB,2015.0,210418.0,CH101049653,CH0012221716,87,Large,Industrials,Industrial Goods & Services,2700,Switzerland,Y,USD,32551.4,Y,Y,Y,9424800,Y,Y,Y,9700,Y,1378,158,17,Y,Y,Y,Y,Y,0.8,ABB Ltd (ABB)
149,ABB Ltd,ABB,2016.0,210418.0,CH101049653,CH0012221716,87,Large,Industrials,Industrial Goods and Services,2700,Switzerland,,CHF/USD,1931.534784,Y,Y,Y,9334800,N,N,Y,9100,Y,1379,164,4,Y,Y,Y,Y,Y,0.835668933,ABB Ltd (ABB)
150,ABB Ltd,ABB,2017.0,210418.0,CH101049653,CH0012221716,87,Large,Industrials,Industrial Goods & Services,2700,Switzerland,Y,USD,28593.3,Y,Y,Y,9295200,N,N,Y,9280,Y,1026,150,9,Y,Y,Y,Y,Y,0.9,ABB Ltd (ABB)
151,ABB Ltd,ABB,2018.0,210418.0,CH101049653,CH0012221716,87,Large,Industrials,Industrial Goods & Services,2700,Switzerland,Y,USD,24053.91304,Y,Y,Y,9126000,N,N,Y,8988,Y,1002,138,9,N,Y,Y,Y,Y,0.886956522,ABB Ltd (ABB)
152,ABB Ltd,ABB,2019.0,210418.0,CH101049653,CH0012221716,87,Large,Industrials,Industrial Goods & Services,2700,Switzerland,Y,USD,20137.5,Y,Y,Y,9637200,Y,N,Y,8554,Y,998,6182,10,Y,Y,Y,Y,Y,0.598214286,ABB Ltd (ABB)
153,ABB Ltd,ABB,2020.0,210418.0,SE5591930903,CH0012221716,87,Large,Industrials,Industrial Goods and Services,5020,Switzerland,Y,USD,23333.92857,Y,Y,Y,5817600,N,N,Y,3283.07,N,561,6126,11,Y,Y,Y,Y,Y,1.891964286,ABB Ltd (ABB)
154,ABB Ltd,ABB,2021.0,210418.0,SE2006019240,CH0012221716,87,Large,Industrials,Industrial Goods and Services,5020,Switzerland,Y,USD,25843.75,Y,Y,Y,5590800,N,N,Y,2839,N,405,125117,9,Y,Y,Y,Y,Y,2.044642857,ABB Ltd (ABB)
155,ABB Ltd,ABB,2022.0,210418.0,SE2006019240,CH0012221716,87,Large,Industrials,Industrial Goods and Services,5020,Switzerland,,USD,27963.91263,Y,Y,Y,5101200,Y,N,Y,2815,Y,223,126627,11,N,Y,Y,Y,Y,1.253561254,ABB Ltd (ABB)
156,Cavotec SA,CCC,2014.0,257907.0,CH440276616,CH0136071542,68110,Mid,Industrials,Industrial Goods & Services,2700,Switzerland,Y,EUR,235.5,Y,Y,Y,ND,N,N,Y,ND,N,ND,ND,8,N,Y,N,N,N,0.14,Cavotec SA (CCC)
157,Cavotec SA,CCC,2015.0,257907.0,CH440276616,CH0136071542,68110,Mid,Industrials,Industrial Goods & Services,2700,Switzerland,N,EUR,232.2,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,3,N,Y,N,N,Y,0.08,Cavotec SA (CCC)
158,Cavotec SA,CCC,2016.0,257907.0,CH440276616,CH0136071542,68110,Mid,Industrials,Industrial Goods & Services,2700,Switzerland,Y,EUR,211.5,Y,ND,Y,ND,N,N,ND,ND,N,ND,ND,10,N,N,N,N,ND,0.1,Cavotec SA (CCC)
159,Cavotec SA,CCC,2017.0,257907.0,CH440276616,CH0136071542,68110,Mid,Industrials,Industrial Goods & Services,2700,Switzerland,N,EUR,212.4,Y,N,Y,ND,N,N,N,ND,N,ND,ND,3,N,N,N,N,N,0,Cavotec SA (CCC)
160,Cavotec SA,CCC,2018.0,257907.0,CH440276616,CH0136071542,68110,Mid,Industrials,Industrial Goods & Services,2700,Switzerland,N,EUR,196.961,Y,N,N,ND,N,N,N,ND,N,ND,ND,5,N,N,N,N,N,0.233,Cavotec SA (CCC)
161,Cavotec SA,CCC,2019.0,257907.0,CH440276616,CH0136071542,68110,Mid,Industrials,Industrial Goods & Services,5020,Switzerland,Y,EUR,196,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,5,N,Y,N,N,N,0.08,Cavotec SA (CCC)
162,Cavotec SA,CCC,2020.0,257907.0,CH440276616,CH0136071542,68110,Mid,Industrials,Industrial Goods & Services,5020,Switzerland,Y,EUR,158.437,Y,N,Y,ND,N,N,N,ND,N,ND,ND,8,N,N,N,N,Y,-0.042,Cavotec SA (CCC)
163,Cavotec SA,CCC,2021.0,257907.0,CH440276616,CH0136071542,68110,Mid,Industrials,Industrial Goods & Services,5020,Switzerland,Y,EUR,115.794,Y,N,Y,12704.4,N,N,N,56.5,N,1.219,0.331,15,N,Y,N,N,Y,-0.013,Cavotec SA (CCC)
164,Cavotec SA,CCC,2022.0,257907.0,CH440276616,CH0136071542,68110,Mid,Industrials,Industrial Goods and Services,5020,Switzerland,,EUR,147.8,Y,N,Y,13888.8,Y,N,N,2510,Y,1.258,0.338,5,N,Y,N,N,Y,0.034,Cavotec SA (CCC)
165,Fenix Outdoor International AG,FOI,2015.0,215395.0,CHE206390054,CH0242214887,70240,Mid,Consumer Goods,Personal & Household Goods,3700,Switzerland,Y,EUR,451,Y,Y,Y,66215,Y,Y,Y,52,Y,3.4,2.4,3,Y,Y,N,N,Y,1.63,Fenix Outdoor International AG (FOI)
166,Fenix Outdoor International AG,FOI,2016.0,215395.0,CHE206390054,CH0242214887,70240,Mid,Consumer Goods,Personal & Household Goods,3700,Switzerland,Y,EUR,486.2,Y,Y,Y,73785,Y,Y,Y,68,Y,10.2,4.8,4,N,Y,N,N,Y,3.6,Fenix Outdoor International AG (FOI)
167,Fenix Outdoor International AG,FOI,2017.0,215395.0,CHE206390054,CH0242214887,70240,Mid,Consumer Goods,Personal & Household Goods,3700,Switzerland,Y,EUR,539.9,Y,Y,Y,104642,N,Y,N,157,Y,ND,0.8,5,Y,Y,N,N,N,0.5,Fenix Outdoor International AG (FOI)
168,Fenix Outdoor International AG,FOI,2018.0,215395.0,CHE206390054,CH0242214887,70240,Large,Consumer Goods,Personal & Household Goods,3700,Switzerland,Y,EUR,572.408,Y,N,Y,87738.8472,N,N,N,11244.803,N,3691,ND,6,N,Y,Y,Y,Y,5.01,Fenix Outdoor International AG (FOI)
169,Fenix Outdoor International AG,FOI,2019.0,215395.0,CHE206390054,CH0242214887,70240,Large,Consumer Products,Personal & Household Goods,3700,Switzerland,Y,EUR,607.1,Y,Y,Y,97713,N,Y,Y,560.349,Y,14.74,ND,6,N,Y,N,Y,Y,4.55,Fenix Outdoor International AG (FOI)
170,Fenix Outdoor International AG,FOI,2020.0,215395.0,CHE206.390.054,CH0242214887,70240,Mid,Consumer Goods,Consumer Products and Services,4020,Switzerland,Y,EUR,563,Y,Y,Y,78674.4,N,Y,Y,31009.075,Y,5.871,7.66,8,N,Y,N,Y,Y,2.54,Fenix Outdoor International AG (FOI)
171,Fenix Outdoor International AG,FOI,2021.0,215395.0,SE,CH0242214887,70240,Large,Consumer Goods,Consumer Services,4020,Switzerland,Y,EUR,649.947,Y,Y,Y,1446.67,ND,Y,Y,70.898,N,113.115,ND,9,N,Y,N,Y,Y,4.25,Fenix Outdoor International AG (FOI)
172,Fenix Outdoor International AG,FOI,2022.0,215395.0,SE,CH0242214887,70240,Large,Consumer Goods,Consumer Services,4020,Switzerland,,EUR,759.1,Y,Y,Y,1286.77,N,N,Y,55.584,Y,5.6,9.829,8,N,Y,N,Y,Y,4.57,Fenix Outdoor International AG (FOI)
173,Oriflame Holding AG,ORIFL,2014.0,270178.0,CH134446883,CH0256424794,7175,Large,Consumer Goods,Personal & Household Goods,3700,Switzerland,Y,EUR,1265.8,Y,Y,Y,235440,N,N,Y,121350,Y,31.6,40,11,Y,Y,0.25,Y,Y,0.67,Oriflame Holding AG (ORIFL)
174,Oriflame Holding AG,ORIFL,2015.0,270178.0,CH134446883,CH0256424794,7175,Mid,Consumer Goods,Personal & Household Goods,3700,Switzerland,Y,EUR,1211.6,Y,Y,Y,204480,N,N,Y,ND,N,25.849,32,11,Y,Y,Y,Y,Y,0.79,Oriflame Holding AG (ORIFL)
175,Oriflame Holding AG,ORIFL,2016.0,270178.0,CH134446883,CH0256424794,7175,Mid,Consumer Goods,Personal & Household Goods,3700,Switzerland,Y,EUR,1249.4,Y,Y,Y,210600,N,N,Y,ND,N,22.777,31,3,N,Y,N,Y,Y,1.2,Oriflame Holding AG (ORIFL)
176,Oriflame Holding AG,ORIFL,2017.0,270178.0,CH134446883,CH0256424794,7175,Large,Consumer Goods,Personal & Household Goods,3700,Switzerland,Y,EUR,1363.1,Y,Y,Y,214668,N,Y,Y,164,N,21.406,41.84,10,N,Y,Y,Y,Y,1.6,Oriflame Holding AG (ORIFL)
177,Oriflame Holding AG,ORIFL,2018.0,270178.0,CH134446883,CH0256424794,7175,Large,Consumer Goods,Personal & Household Goods,3700,Switzerland,Y,EUR,1278.8,Y,Y,Y,207000,Y,Y,Y,225,N,7.95,43.526,5,N,Y,ND,Y,Y,1.68,Oriflame Holding AG (ORIFL)
178,Oriflame Holding AG,ORIFL,2020.0,270178.0,NO964 118 191,CH0256424794,7175,Large,Consumer Goods,Consumer Products and Services,4020,Switzerland,Y,EUR,1156.9,Y,Y,Y,173844,Y,Y,Y,255,Y,5.143,13.926,7,N,Y,Y,Y,Y,ND,Oriflame Holding AG (ORIFL)
179,Salmones Camanchaca S.A.,SACAM,2020.0,326509.0,,CL0002409135,78030,Large,Consumer Staples,ND,ND,Chile,Y,USD,228.0026786,Y,Y,Y,468108,Y,N,Y,38582.238,Y,39.532,207.783,7,Y,Y,Y,Y,Y,0.0061,Salmones Camanchaca S.A. (SACAM)
180,Salmones Camanchaca S.A.,SACAM,2021.0,326509.0,,CL0002409135,78030,Mid,Consumer Staples,Food. Beverage and Tobacco,4510,Chile,Y,USD,262.1982143,Y,Y,Y,309100,Y,Y,Y,32511.911,Y,23.303,182.009,7,Y,Y,0.626213592,Y,Y,-0.112687719,Salmones Camanchaca S.A. (SACAM)
181,Salmones Camanchaca S.A.,SACAM,2022.0,326509.0,,CL0002409135,78030,Large,Consumer Staples,"Food, Beverage and Tobacco *",4510,Chile,,USD,354.1726374,Y,Y,Y,329360,N,N,Y,31658.254,Y,24.291,183.195,9,N,Y,Y,Y,Y,ND,Salmones Camanchaca S.A. (SACAM)
